Age,Height_cm,Weight_kg,BMI,Num_Chronic_Conditions,Annual_Visits,Avg_Billing_Amount,Days_Since_Last_Visit,Preventive_Care_Flag,Cluster_Kmeans
62.02,173.95,84.27,28.385,1.6,6.01,4080.5,200.22,0.0,4.24
63.302083333333336,163.22916666666666,82.94791666666667,31.709374999999998,1.6979166666666667,6.145833333333333,5063.875,190.85416666666666,0.0,2.0
60.575471698113205,162.60377358490567,87.73584905660377,33.571698113207546,1.490566037735849,7.09433962264151,5110.702830188679,190.49056603773585,0.0,13.915094339622641
61.95454545454545,170.89772727272728,89.72727272727273,31.252272727272725,1.6704545454545454,6.0227272727272725,4842.051136363636,173.72727272727272,0.0,11.954545454545455
62.80172413793103,164.01724137931035,84.11206896551724,31.673275862068966,1.7413793103448276,6.836206896551724,4713.8448275862065,202.32758620689654,1.0,14.689655172413794
51.2093023255814,173.48837209302326,87.94186046511628,29.83139534883721,1.1395348837209303,6.27906976744186,4047.982558139535,185.15116279069767,0.0,8.0
60.921052631578945,170.73684210526315,81.47368421052632,28.30921052631579,1.631578947368421,6.026315789473684,4446.855263157895,180.28947368421052,1.0,3.0
57.58139534883721,173.74418604651163,89.81395348837209,30.425581395348836,1.558139534883721,6.604651162790698,4430.604651162791,10.953488372093023,0.5116279069767442,16.0
68.4,163.96,83.9,31.401999999999997,2.9,5.76,6265.06,194.3,1.0,2.68
51.38028169014085,171.70422535211267,85.12676056338029,29.283098591549294,1.0704225352112675,6.52112676056338,4186.732394366197,206.7887323943662,1.0,9.0
50.38095238095238,164.46428571428572,81.0952380952381,30.267857142857142,1.119047619047619,6.583333333333333,3955.6488095238096,214.3095238095238,0.0,0.0
51.77333333333333,162.92,86.78666666666666,33.12266666666667,1.0533333333333332,7.093333333333334,3952.2933333333335,184.37333333333333,1.0,5.0
63.51546391752577,175.1443298969072,86.25773195876289,28.52577319587629,1.6288659793814433,6.030927835051546,4338.716494845361,197.79381443298968,1.0,10.835051546391753
50.25,170.72727272727272,86.6590909090909,30.229545454545452,1.1931818181818181,6.590909090909091,4225.267045454545,152.76136363636363,0.0,6.965909090909091
52.493975903614455,172.3975903614458,86.13253012048193,29.296385542168675,1.1686746987951808,6.530120481927711,4303.114457831325,189.14457831325302,1.0,10.0
50.3974358974359,161.82051282051282,85.23076923076923,33.09871794871795,1.1025641025641026,6.628205128205129,4001.923076923077,186.6153846153846,1.0,6.0
51.74626865671642,162.56716417910448,85.53731343283582,32.82537313432836,1.1940298507462686,6.119402985074627,4263.567164179104,205.83582089552237,0.0,13.0
58.57746478873239,161.04225352112675,87.5774647887324,34.332394366197185,1.1408450704225352,6.76056338028169,4339.521126760564,192.11267605633802,1.0,14.746478873239436
57.166666666666664,162.93333333333334,91.2,34.78333333333333,1.3333333333333333,6.4,4466.35,11.933333333333334,0.5333333333333333,16.0
