Age,Height_cm,Weight_kg,BMI,Num_Chronic_Conditions,Annual_Visits,Avg_Billing_Amount,Days_Since_Last_Visit,Preventive_Care_Flag
50.38095238095238,164.46428571428572,81.0952380952381,30.267857142857142,1.119047619047619,6.583333333333333,3955.6488095238096,214.3095238095238,0.0
69.68,161.7,88.0,33.922,2.74,6.16,5857.74,187.98,1.0
63.302083333333336,163.22916666666666,82.94791666666667,31.709374999999998,1.6979166666666667,6.145833333333333,5063.875,190.85416666666666,0.0
61.02564102564103,171.12820512820514,81.92307692307692,28.324358974358976,1.6666666666666667,6.076923076923077,4394.115384615385,181.28205128205127,1.0
62.89247311827957,173.23655913978496,85.2258064516129,28.91720430107527,1.6451612903225807,5.946236559139785,4117.247311827957,186.1290322580645,0.0
51.89473684210526,163.02631578947367,86.77631578947368,33.07368421052632,1.0657894736842106,7.092105263157895,3913.9210526315787,185.25,1.0
50.9390243902439,162.08536585365854,86.64634146341463,33.49024390243902,1.1951219512195121,6.695121951219512,4042.2865853658536,189.2439024390244,1.0
50.26315789473684,171.66315789473686,85.54736842105264,29.57263157894737,1.1789473684210525,6.610526315789474,4178.626315789474,170.05263157894737,0.0
51.0919540229885,173.73563218390805,88.183908045977,29.818390804597698,1.1379310344827587,6.2298850574712645,4056.3333333333335,186.13793103448276,0.0
52.53164556962025,171.73417721518987,84.12658227848101,28.89367088607595,1.2658227848101267,6.443037974683544,4397.189873417721,200.50632911392404,1.0
52.493975903614455,172.3975903614458,86.13253012048193,29.296385542168675,1.1686746987951808,6.530120481927711,4303.114457831325,189.14457831325302,1.0
63.48421052631579,174.9157894736842,85.98947368421052,28.517894736842102,1.6,5.989473684210527,4379.742105263158,197.34736842105264,1.0
62.195402298850574,170.6206896551724,89.50574712643679,31.2816091954023,1.6781609195402298,6.068965517241379,4842.827586206897,172.60919540229884,0.0
51.56578947368421,162.72368421052633,86.69736842105263,33.189473684210526,1.1842105263157894,6.434210526315789,4379.368421052632,206.46052631578948,0.0
61.5360824742268,162.48453608247422,87.03092783505154,33.355670103092784,1.5257731958762886,6.938144329896907,5098.572164948454,188.57731958762886,0.0
62.848214285714285,163.90178571428572,83.03571428571429,31.335714285714285,1.6964285714285714,6.794642857142857,4709.71875,200.96428571428572,1.0
57.41095890410959,169.3013698630137,90.38356164383562,32.21643835616439,1.4657534246575343,6.52054794520548,4445.2945205479455,11.356164383561644,0.5205479452054794
56.96774193548387,161.29032258064515,85.88709677419355,33.527419354838706,1.0161290322580645,6.564516129032258,4472.8387096774195,202.3709677419355,1.0
